"","X","doe","infer","idx","level","common","excess","miss","sim","succ","proj"
"119258",80341,"onehot_0","once_success",27,"tline",164,4,49,0.755760368663594,"False","printtokens"
"119259",80342,"onehot_0","once_success",27,"tstmt",149,3,46,0.752525252525252,"False","printtokens"
"119260",80343,"onehot_0","once_success",28,"wline",146,44,69,0.563706563706564,"False","printtokens"
"119261",80344,"onehot_0","once_success",28,"tline",167,4,48,0.762557077625571,"False","printtokens"
"119262",80345,"onehot_0","once_success",28,"tstmt",151,3,47,0.751243781094527,"False","printtokens"
"119263",80346,"onehot_0","once_success",29,"wline",115,76,64,0.450980392156863,"False","printtokens"
"119264",80347,"onehot_0","once_success",29,"tline",127,34,52,0.596244131455399,"False","printtokens"
"119265",80348,"onehot_0","once_success",29,"tstmt",124,22,48,0.639175257731959,"False","printtokens"
"119266",80349,"onehot_0","once_success",30,"wline",115,75,64,0.452755905511811,"False","printtokens"
"119267",80350,"onehot_0","once_success",30,"tline",127,34,52,0.596244131455399,"False","printtokens"
"119268",80351,"onehot_0","once_success",30,"tstmt",124,22,48,0.639175257731959,"False","printtokens"
"119269",80352,"onehot_0","once_success",31,"wline",121,82,61,0.458333333333333,"False","printtokens"
"119270",80353,"onehot_0","once_success",31,"tline",135,35,47,0.622119815668203,"False","printtokens"
"119271",80354,"onehot_0","once_success",31,"tstmt",132,23,43,0.666666666666667,"False","printtokens"
"119272",80355,"onehot_0","once_success",32,"wline",121,71,61,0.478260869565217,"False","printtokens"
"119273",80356,"onehot_0","once_success",32,"tline",135,35,47,0.622119815668203,"False","printtokens"
"119274",80357,"onehot_0","once_success",32,"tstmt",132,22,43,0.67005076142132,"False","printtokens"
"119275",80358,"onehot_0","once_success",33,"wline",87,88,54,0.379912663755459,"False","printtokens"
"119276",80359,"onehot_0","once_success",33,"tline",88,26,53,0.526946107784431,"False","printtokens"
"119277",80360,"onehot_0","once_success",33,"tstmt",81,18,52,0.536423841059603,"False","printtokens"
"119278",80361,"onehot_0","once_success",34,"wline",142,51,68,0.544061302681992,"False","printtokens"
"119279",80362,"onehot_0","once_success",34,"tline",157,8,53,0.720183486238532,"False","printtokens"
"119280",80363,"onehot_0","once_success",34,"tstmt",143,5,49,0.725888324873096,"False","printtokens"
"119281",80364,"onehot_0","once_success",35,"wline",140,57,65,0.534351145038168,"False","printtokens"
"119282",80365,"onehot_0","once_success",35,"tline",154,10,51,0.716279069767442,"False","printtokens"
"119283",80366,"onehot_0","once_success",35,"tstmt",142,6,45,0.735751295336788,"False","printtokens"
"119284",80367,"onehot_0","once_success",36,"wline",142,46,66,0.559055118110236,"False","printtokens"
"119285",80368,"onehot_0","once_success",36,"tline",158,4,50,0.745283018867924,"False","printtokens"
"119286",80369,"onehot_0","once_success",36,"tstmt",143,3,47,0.740932642487047,"False","printtokens"
"119287",80370,"onehot_0","once_success",37,"wline",142,46,66,0.559055118110236,"False","printtokens"
"119288",80371,"onehot_0","once_success",37,"tline",158,4,50,0.745283018867924,"False","printtokens"
"119289",80372,"onehot_0","once_success",37,"tstmt",143,3,47,0.740932642487047,"False","printtokens"
"119290",80373,"onehot_0","once_success",38,"wline",124,49,72,0.506122448979592,"False","printtokens"
"119291",80374,"onehot_0","once_success",38,"tline",140,7,56,0.689655172413793,"False","printtokens"
"119292",80375,"onehot_0","once_success",38,"tstmt",127,3,53,0.693989071038251,"False","printtokens"
"119293",80376,"onehot_0","once_success",39,"wline",129,56,67,0.511904761904762,"False","printtokens"
"119294",80377,"onehot_0","once_success",39,"tline",141,6,55,0.698019801980198,"False","printtokens"
"119295",80378,"onehot_0","once_success",39,"tstmt",128,3,52,0.699453551912568,"False","printtokens"
"119296",80379,"onehot_0","once_success",40,"wline",175,51,61,0.609756097560976,"False","printtokens"
"119297",80380,"onehot_0","once_success",40,"tline",197,5,39,0.817427385892116,"False","printtokens"
"119298",80381,"onehot_0","once_success",40,"tstmt",184,3,35,0.828828828828829,"False","printtokens"
"119299",80382,"onehot_0","once_success",41,"wline",175,51,61,0.609756097560976,"False","printtokens"
"119300",80383,"onehot_0","once_success",41,"tline",197,5,39,0.817427385892116,"False","printtokens"
"119301",80384,"onehot_0","once_success",41,"tstmt",184,3,35,0.828828828828829,"False","printtokens"
"119302",80385,"onehot_0","once_success",42,"wline",174,51,61,0.608391608391608,"False","printtokens"
"119303",80386,"onehot_0","once_success",42,"tline",196,5,39,0.816666666666667,"False","printtokens"
"119304",80387,"onehot_0","once_success",42,"tstmt",183,3,35,0.828054298642534,"False","printtokens"
"119305",80388,"onehot_0","once_success",43,"wline",131,59,68,0.507751937984496,"False","printtokens"
"119306",80389,"onehot_0","once_success",43,"tline",146,15,53,0.682242990654206,"False","printtokens"
"119307",80390,"onehot_0","once_success",43,"tstmt",132,12,49,0.683937823834197,"False","printtokens"
"119308",80391,"onehot_0","once_success",44,"wline",128,58,61,0.518218623481781,"False","printtokens"
"119309",80392,"onehot_0","once_success",44,"tline",144,12,45,0.716417910447761,"False","printtokens"
"119310",80393,"onehot_0","once_success",44,"tstmt",129,10,46,0.697297297297297,"False","printtokens"
"119311",80394,"onehot_0","once_success",45,"wline",129,59,60,0.520161290322581,"False","printtokens"
"119312",80395,"onehot_0","once_success",45,"tline",143,14,46,0.704433497536946,"False","printtokens"
"119313",80396,"onehot_0","once_success",45,"tstmt",130,12,45,0.695187165775401,"False","printtokens"
"119314",80397,"onehot_0","once_success",46,"wline",129,59,60,0.520161290322581,"False","printtokens"
"119315",80398,"onehot_0","once_success",46,"tline",143,14,46,0.704433497536946,"False","printtokens"
"119316",80399,"onehot_0","once_success",46,"tstmt",130,12,45,0.695187165775401,"False","printtokens"
"119317",80400,"onehot_0","once_success",47,"wline",128,58,61,0.518218623481781,"False","printtokens"
"119318",80401,"onehot_0","once_success",47,"tline",144,11,45,0.72,"False","printtokens"
"119319",80402,"onehot_0","once_success",47,"tstmt",129,10,46,0.697297297297297,"False","printtokens"
"119320",80403,"onehot_0","once_success",48,"wline",128,58,61,0.518218623481781,"False","printtokens"
"119321",80404,"onehot_0","once_success",48,"tline",144,11,45,0.72,"False","printtokens"
"119322",80405,"onehot_0","once_success",48,"tstmt",129,10,46,0.697297297297297,"False","printtokens"
"119323",80406,"onehot_0","once_success",49,"wline",129,59,60,0.520161290322581,"False","printtokens"
"119324",80407,"onehot_0","once_success",49,"tline",143,14,46,0.704433497536946,"False","printtokens"
"119325",80408,"onehot_0","once_success",49,"tstmt",130,12,45,0.695187165775401,"False","printtokens"
"119326",80409,"onehot_0","once_success",50,"wline",130,59,60,0.522088353413655,"False","printtokens"
"119327",80410,"onehot_0","once_success",50,"tline",144,14,46,0.705882352941177,"False","printtokens"
"119328",80411,"onehot_0","once_success",50,"tstmt",131,12,45,0.696808510638298,"False","printtokens"
"119329",80412,"onehot_0","once_success",51,"wline",140,54,63,0.544747081712062,"False","printtokens"
"119330",80413,"onehot_0","once_success",51,"tline",156,14,47,0.71889400921659,"False","printtokens"
"119331",80414,"onehot_0","once_success",51,"tstmt",142,11,43,0.724489795918367,"False","printtokens"
"119332",80415,"onehot_0","once_success",52,"wline",141,46,65,0.55952380952381,"False","printtokens"
"119333",80416,"onehot_0","once_success",52,"tline",157,8,49,0.733644859813084,"False","printtokens"
"119334",80417,"onehot_0","once_success",52,"tstmt",142,6,46,0.731958762886598,"False","printtokens"
"119335",80418,"onehot_0","once_success",53,"wline",142,46,65,0.561264822134387,"False","printtokens"
"119336",80419,"onehot_0","once_success",53,"tline",158,8,49,0.734883720930233,"False","printtokens"
"119337",80420,"onehot_0","once_success",53,"tstmt",143,6,46,0.733333333333333,"False","printtokens"
"119338",80421,"onehot_0","once_success",54,"wline",148,48,65,0.567049808429119,"False","printtokens"
"119339",80422,"onehot_0","once_success",54,"tline",164,4,49,0.755760368663594,"False","printtokens"
"119340",80423,"onehot_0","once_success",54,"tstmt",149,3,46,0.752525252525252,"False","printtokens"
"119341",80424,"onehot_0","once_success",55,"wline",130,48,73,0.51792828685259,"False","printtokens"
"119342",80425,"onehot_0","once_success",55,"tline",144,7,59,0.685714285714286,"False","printtokens"
"119343",80426,"onehot_0","once_success",55,"tstmt",130,5,56,0.680628272251309,"False","printtokens"
"119344",80427,"onehot_0","once_success",56,"wline",131,49,72,0.51984126984127,"False","printtokens"
"119345",80428,"onehot_0","once_success",56,"tline",143,11,60,0.668224299065421,"False","printtokens"
"119346",80429,"onehot_0","once_success",56,"tstmt",131,7,55,0.678756476683938,"False","printtokens"
"119347",80430,"onehot_0","once_success",57,"wline",152,49,65,0.571428571428571,"False","printtokens"
"119348",80431,"onehot_0","once_success",57,"tline",169,4,48,0.764705882352941,"False","printtokens"
"119349",80432,"onehot_0","once_success",57,"tstmt",154,3,45,0.762376237623762,"False","printtokens"
"119350",80433,"onehot_0","once_success",58,"wline",147,63,68,0.528776978417266,"False","printtokens"
"119351",80434,"onehot_0","once_success",58,"tline",170,16,45,0.735930735930736,"False","printtokens"
"119352",80435,"onehot_0","once_success",58,"tstmt",155,13,42,0.738095238095238,"False","printtokens"
"119353",80436,"onehot_0","once_success",59,"wline",149,64,66,0.53405017921147,"False","printtokens"
"119354",80437,"onehot_0","once_success",59,"tline",169,16,46,0.731601731601732,"False","printtokens"
"119355",80438,"onehot_0","once_success",59,"tstmt",154,13,42,0.736842105263158,"False","printtokens"
"119356",80439,"onehot_0","once_success",60,"wline",148,61,67,0.536231884057971,"False","printtokens"
"119357",80440,"onehot_0","once_success",60,"tline",169,16,46,0.731601731601732,"False","printtokens"
"119358",80441,"onehot_0","once_success",60,"tstmt",154,13,42,0.736842105263158,"False","printtokens"
"119359",80442,"onehot_0","once_success",61,"wline",124,74,58,0.484375,"False","printtokens"
"119360",80443,"onehot_0","once_success",61,"tline",137,36,45,0.628440366972477,"False","printtokens"
"119361",80444,"onehot_0","once_success",61,"tstmt",136,23,39,0.686868686868687,"False","printtokens"
"119362",80445,"onehot_0","once_success",62,"wline",144,53,66,0.547528517110266,"False","printtokens"
"119363",80446,"onehot_0","once_success",62,"tline",159,9,51,0.726027397260274,"False","printtokens"
"119364",80447,"onehot_0","once_success",62,"tstmt",147,5,45,0.746192893401015,"False","printtokens"
"119365",80448,"onehot_0","once_success",63,"wline",130,51,65,0.528455284552846,"False","printtokens"
"119366",80449,"onehot_0","once_success",63,"tline",145,7,50,0.717821782178218,"False","printtokens"
"119367",80450,"onehot_0","once_success",63,"tstmt",134,4,46,0.728260869565217,"False","printtokens"
"119368",80451,"onehot_0","once_success",64,"wline",125,51,70,0.508130081300813,"False","printtokens"
"119369",80452,"onehot_0","once_success",64,"tline",140,6,55,0.696517412935323,"False","printtokens"
"119370",80453,"onehot_0","once_success",64,"tstmt",127,3,52,0.697802197802198,"False","printtokens"
"119371",80454,"onehot_0","once_success",65,"wline",95,49,68,0.44811320754717,"False","printtokens"
"119372",80455,"onehot_0","once_success",65,"tline",124,6,39,0.733727810650888,"False","printtokens"
"119373",80456,"onehot_0","once_success",65,"tstmt",107,5,38,0.713333333333333,"False","printtokens"
"119374",80457,"onehot_0","once_success",66,"wline",139,56,66,0.532567049808429,"False","printtokens"
"119375",80458,"onehot_0","once_success",66,"tline",154,10,51,0.716279069767442,"False","printtokens"
"119376",80459,"onehot_0","once_success",66,"tstmt",142,6,45,0.735751295336788,"False","printtokens"
"119377",80460,"onehot_0","once_success",67,"wline",136,53,72,0.521072796934866,"False","printtokens"
"119378",80461,"onehot_0","once_success",67,"tline",155,11,53,0.707762557077626,"False","printtokens"
"119379",80462,"onehot_0","once_success",67,"tstmt",140,8,47,0.717948717948718,"False","printtokens"
"119380",80463,"onehot_0","once_success",68,"wline",175,51,61,0.609756097560976,"False","printtokens"
"119381",80464,"onehot_0","once_success",68,"tline",197,5,39,0.817427385892116,"False","printtokens"
"119382",80465,"onehot_0","once_success",68,"tstmt",184,3,35,0.828828828828829,"False","printtokens"
"119383",80466,"onehot_0","once_success",69,"wline",164,50,67,0.583629893238434,"False","printtokens"
"119384",80467,"onehot_0","once_success",69,"tline",181,6,50,0.763713080168776,"False","printtokens"
"119385",80468,"onehot_0","once_success",69,"tstmt",167,3,47,0.769585253456221,"False","printtokens"
"119386",80469,"onehot_0","once_success",70,"wline",173,51,63,0.602787456445993,"False","printtokens"
"119387",80470,"onehot_0","once_success",70,"tline",195,5,41,0.809128630705394,"False","printtokens"
"119388",80471,"onehot_0","once_success",70,"tstmt",182,3,37,0.81981981981982,"False","printtokens"
"119389",80472,"onehot_0","once_success",71,"wline",173,51,63,0.602787456445993,"False","printtokens"
"119390",80473,"onehot_0","once_success",71,"tline",195,5,41,0.809128630705394,"False","printtokens"
"119391",80474,"onehot_0","once_success",71,"tstmt",182,3,37,0.81981981981982,"False","printtokens"
"119392",80475,"onehot_0","once_success",72,"wline",173,51,63,0.602787456445993,"False","printtokens"
"119393",80476,"onehot_0","once_success",72,"tline",195,5,41,0.809128630705394,"False","printtokens"
"119394",80477,"onehot_0","once_success",72,"tstmt",182,3,37,0.81981981981982,"False","printtokens"
"119395",80478,"onehot_0","once_success",73,"wline",173,51,63,0.602787456445993,"False","printtokens"
"119396",80479,"onehot_0","once_success",73,"tline",195,5,41,0.809128630705394,"False","printtokens"
"119397",80480,"onehot_0","once_success",73,"tstmt",182,3,37,0.81981981981982,"False","printtokens"
"119398",80481,"onehot_0","once_success",74,"wline",144,44,71,0.555984555984556,"False","printtokens"
"119399",80482,"onehot_0","once_success",74,"tline",165,4,50,0.753424657534247,"False","printtokens"
"119400",80483,"onehot_0","once_success",74,"tstmt",149,3,49,0.741293532338308,"False","printtokens"
"119401",80484,"onehot_0","once_success",75,"wline",144,44,71,0.555984555984556,"False","printtokens"
"119402",80485,"onehot_0","once_success",75,"tline",165,4,50,0.753424657534247,"False","printtokens"
"119403",80486,"onehot_0","once_success",75,"tstmt",149,3,49,0.741293532338308,"False","printtokens"
"119404",80487,"onehot_0","once_success",76,"wline",168,52,64,0.591549295774648,"False","printtokens"
"119405",80488,"onehot_0","once_success",76,"tline",189,7,43,0.790794979079498,"False","printtokens"
"119406",80489,"onehot_0","once_success",76,"tstmt",177,3,38,0.811926605504587,"False","printtokens"
"119407",80490,"onehot_0","once_success",77,"wline",168,52,64,0.591549295774648,"False","printtokens"
"119408",80491,"onehot_0","once_success",77,"tline",189,7,43,0.790794979079498,"False","printtokens"
"119409",80492,"onehot_0","once_success",77,"tstmt",177,3,38,0.811926605504587,"False","printtokens"
"119410",80493,"onehot_0","once_success",78,"wline",186,55,58,0.622073578595318,"False","printtokens"
"119411",80494,"onehot_0","once_success",78,"tline",204,7,40,0.812749003984064,"False","printtokens"
"119412",80495,"onehot_0","once_success",78,"tstmt",194,3,33,0.843478260869565,"False","printtokens"
"119413",80496,"onehot_0","once_success",79,"wline",120,52,58,0.521739130434783,"False","printtokens"
"119414",80497,"onehot_0","once_success",79,"tline",131,20,47,0.661616161616162,"False","printtokens"
"119415",80498,"onehot_0","once_success",79,"tstmt",127,11,43,0.701657458563536,"False","printtokens"
"119416",80499,"onehot_0","once_success",80,"wline",120,52,58,0.521739130434783,"False","printtokens"
"119417",80500,"onehot_0","once_success",80,"tline",131,20,47,0.661616161616162,"False","printtokens"
"119418",80501,"onehot_0","once_success",80,"tstmt",127,11,43,0.701657458563536,"False","printtokens"
"119419",80502,"onehot_0","once_success",81,"wline",187,56,55,0.62751677852349,"False","printtokens"
"119420",80503,"onehot_0","once_success",81,"tline",206,7,36,0.827309236947791,"False","printtokens"
"119421",80504,"onehot_0","once_success",81,"tstmt",193,5,33,0.835497835497836,"False","printtokens"
"119422",80505,"onehot_0","once_success",82,"wline",120,52,58,0.521739130434783,"False","printtokens"
"119423",80506,"onehot_0","once_success",82,"tline",131,20,47,0.661616161616162,"False","printtokens"
"119424",80507,"onehot_0","once_success",82,"tstmt",127,11,43,0.701657458563536,"False","printtokens"
"119425",80508,"onehot_0","once_success",83,"wline",193,60,50,0.636963696369637,"False","printtokens"
"119426",80509,"onehot_0","once_success",83,"tline",215,9,28,0.853174603174603,"False","printtokens"
"119427",80510,"onehot_0","once_success",83,"tstmt",203,5,23,0.878787878787879,"False","printtokens"
"119428",80511,"onehot_0","once_success",84,"wline",193,60,50,0.636963696369637,"False","printtokens"
"119429",80512,"onehot_0","once_success",84,"tline",215,9,28,0.853174603174603,"False","printtokens"
"119430",80513,"onehot_0","once_success",84,"tstmt",203,5,23,0.878787878787879,"False","printtokens"
"119431",80514,"onehot_0","once_success",85,"wline",195,60,50,0.639344262295082,"False","printtokens"
"119432",80515,"onehot_0","once_success",85,"tline",216,8,29,0.853754940711462,"False","printtokens"
"119433",80516,"onehot_0","once_success",85,"tstmt",204,5,23,0.879310344827586,"False","printtokens"
"119434",80517,"onehot_0","once_success",86,"wline",187,59,67,0.597444089456869,"False","printtokens"
"119435",80518,"onehot_0","once_success",86,"tline",215,5,39,0.83011583011583,"False","printtokens"
"119436",80519,"onehot_0","once_success",86,"tstmt",200,3,35,0.840336134453782,"False","printtokens"
"119437",80520,"onehot_0","once_success",87,"wline",175,59,65,0.585284280936455,"False","printtokens"
"119438",80521,"onehot_0","once_success",87,"tline",195,6,45,0.792682926829268,"False","printtokens"
"119439",80522,"onehot_0","once_success",87,"tstmt",180,4,41,0.8,"False","printtokens"
"119440",80523,"onehot_0","once_success",88,"wline",206,60,52,0.647798742138365,"False","printtokens"
"119441",80524,"onehot_0","once_success",88,"tline",227,7,31,0.856603773584906,"False","printtokens"
"119442",80525,"onehot_0","once_success",88,"tstmt",214,4,25,0.880658436213992,"False","printtokens"
"119443",80526,"onehot_0","once_success",89,"wline",175,59,65,0.585284280936455,"False","printtokens"
"119444",80527,"onehot_0","once_success",89,"tline",195,6,45,0.792682926829268,"False","printtokens"
"119445",80528,"onehot_0","once_success",89,"tstmt",180,4,41,0.8,"False","printtokens"
"119446",80529,"onehot_0","once_success",90,"wline",187,59,67,0.597444089456869,"False","printtokens"
"119447",80530,"onehot_0","once_success",90,"tline",215,5,39,0.83011583011583,"False","printtokens"
"119448",80531,"onehot_0","once_success",90,"tstmt",200,3,35,0.840336134453782,"False","printtokens"
"119449",80532,"onehot_0","once_success",91,"wline",188,58,66,0.602564102564103,"False","printtokens"
"119450",80533,"onehot_0","once_success",91,"tline",215,5,39,0.83011583011583,"False","printtokens"
"119451",80534,"onehot_0","once_success",91,"tstmt",200,3,35,0.840336134453782,"False","printtokens"
"119452",80535,"onehot_0","once_success",92,"wline",205,60,52,0.646687697160883,"False","printtokens"
"119453",80536,"onehot_0","once_success",92,"tline",226,7,31,0.856060606060606,"False","printtokens"
"119454",80537,"onehot_0","once_success",92,"tstmt",213,4,25,0.880165289256198,"False","printtokens"
"119455",80538,"onehot_0","once_success",93,"wline",208,60,52,0.65,"False","printtokens"
"119456",80539,"onehot_0","once_success",93,"tline",229,8,31,0.854477611940298,"False","printtokens"
"119457",80540,"onehot_0","once_success",93,"tstmt",216,4,25,0.881632653061225,"False","printtokens"
"119458",80541,"onehot_0","once_success",94,"wline",208,60,52,0.65,"False","printtokens"
"119459",80542,"onehot_0","once_success",94,"tline",229,8,31,0.854477611940298,"False","printtokens"
"119460",80543,"onehot_0","once_success",94,"tstmt",216,4,25,0.881632653061225,"False","printtokens"
"119461",80544,"onehot_0","once_success",95,"wline",205,60,52,0.646687697160883,"False","printtokens"
"119462",80545,"onehot_0","once_success",95,"tline",226,8,31,0.852830188679245,"False","printtokens"
"119463",80546,"onehot_0","once_success",95,"tstmt",213,4,25,0.880165289256198,"False","printtokens"
"119464",80547,"onehot_0","once_success",96,"wline",208,60,52,0.65,"True","printtokens"
"119465",80548,"onehot_0","once_success",96,"tline",229,8,31,0.854477611940298,"True","printtokens"
"119466",80549,"onehot_0","once_success",96,"tstmt",216,4,25,0.881632653061225,"True","printtokens"
"119467",80550,"onehot_0","once_success",97,"wline",208,60,52,0.65,"True","printtokens"
"119468",80551,"onehot_0","once_success",97,"tline",229,7,31,0.857677902621723,"True","printtokens"
"119469",80552,"onehot_0","once_success",97,"tstmt",216,4,25,0.881632653061225,"True","printtokens"
"119470",80553,"onehot_0","once_success",98,"wline",205,60,52,0.646687697160883,"True","printtokens"
"119471",80554,"onehot_0","once_success",98,"tline",226,8,31,0.852830188679245,"True","printtokens"
"119472",80555,"onehot_0","once_success",98,"tstmt",213,4,25,0.880165289256198,"True","printtokens"
"119473",80556,"onehot_0","logistic",1,"wline",12,19,247,0.0431654676258993,"False","printtokens"
"119474",80557,"onehot_0","logistic",1,"tline",9,2,250,0.0344827586206896,"False","printtokens"
"119475",80558,"onehot_0","logistic",1,"tstmt",5,0,237,0.0206611570247934,"False","printtokens"
"119476",80559,"onehot_0","logistic",2,"wline",12,19,247,0.0431654676258993,"False","printtokens"
"119477",80560,"onehot_0","logistic",2,"tline",9,2,250,0.0344827586206896,"False","printtokens"
"119478",80561,"onehot_0","logistic",2,"tstmt",5,0,237,0.0206611570247934,"False","printtokens"
"119479",80562,"onehot_0","logistic",3,"wline",12,19,272,0.0396039603960396,"False","printtokens"
"119480",80563,"onehot_0","logistic",3,"tline",9,2,275,0.0314685314685315,"False","printtokens"
"119481",80564,"onehot_0","logistic",3,"tstmt",5,0,263,0.0186567164179104,"False","printtokens"
"119482",80565,"onehot_0","logistic",4,"wline",172,41,79,0.589041095890411,"False","printtokens"
"119483",80566,"onehot_0","logistic",4,"tline",173,15,78,0.650375939849624,"False","printtokens"
"119484",80567,"onehot_0","logistic",4,"tstmt",169,2,70,0.701244813278008,"False","printtokens"
"119485",80568,"onehot_0","logistic",5,"wline",158,31,76,0.59622641509434,"False","printtokens"
"119486",80569,"onehot_0","logistic",5,"tline",158,12,76,0.642276422764228,"False","printtokens"
"119487",80570,"onehot_0","logistic",5,"tstmt",151,2,70,0.677130044843049,"False","printtokens"
"119488",80571,"onehot_0","logistic",6,"wline",160,44,72,0.579710144927536,"False","printtokens"
"119489",80572,"onehot_0","logistic",6,"tline",161,22,71,0.633858267716535,"False","printtokens"
"119490",80573,"onehot_0","logistic",6,"tstmt",156,11,62,0.681222707423581,"False","printtokens"
"119491",80574,"onehot_0","logistic",7,"wline",160,44,72,0.579710144927536,"False","printtokens"
"119492",80575,"onehot_0","logistic",7,"tline",161,22,71,0.633858267716535,"False","printtokens"
"119493",80576,"onehot_0","logistic",7,"tstmt",156,11,62,0.681222707423581,"False","printtokens"
"119494",80577,"onehot_0","logistic",8,"wline",160,44,72,0.579710144927536,"False","printtokens"
"119495",80578,"onehot_0","logistic",8,"tline",161,22,71,0.633858267716535,"False","printtokens"
"119496",80579,"onehot_0","logistic",8,"tstmt",156,11,62,0.681222707423581,"False","printtokens"
"119497",80580,"onehot_0","logistic",9,"wline",174,38,81,0.593856655290102,"False","printtokens"
"119498",80581,"onehot_0","logistic",9,"tline",177,15,78,0.655555555555556,"False","printtokens"
"119499",80582,"onehot_0","logistic",9,"tstmt",173,2,70,0.706122448979592,"False","printtokens"
"119500",80583,"onehot_0","logistic",10,"wline",186,40,69,0.630508474576271,"False","printtokens"
"119501",80584,"onehot_0","logistic",10,"tline",188,14,67,0.698884758364312,"False","printtokens"
"119502",80585,"onehot_0","logistic",10,"tstmt",185,2,58,0.755102040816326,"False","printtokens"
"119503",80586,"onehot_0","logistic",11,"wline",177,37,78,0.606164383561644,"False","printtokens"
"119504",80587,"onehot_0","logistic",11,"tline",181,13,74,0.675373134328358,"False","printtokens"
"119505",80588,"onehot_0","logistic",11,"tstmt",176,2,67,0.718367346938775,"False","printtokens"
"119506",80589,"onehot_0","logistic",12,"wline",186,40,69,0.630508474576271,"False","printtokens"
"119507",80590,"onehot_0","logistic",12,"tline",188,14,67,0.698884758364312,"False","printtokens"
"119508",80591,"onehot_0","logistic",12,"tstmt",185,2,58,0.755102040816326,"False","printtokens"
"119509",80592,"onehot_0","logistic",13,"wline",186,40,69,0.630508474576271,"False","printtokens"
"119510",80593,"onehot_0","logistic",13,"tline",188,14,67,0.698884758364312,"False","printtokens"
"119511",80594,"onehot_0","logistic",13,"tstmt",185,2,58,0.755102040816326,"False","printtokens"
"119512",80595,"onehot_0","logistic",14,"wline",177,37,78,0.606164383561644,"False","printtokens"
"119513",80596,"onehot_0","logistic",14,"tline",181,13,74,0.675373134328358,"False","printtokens"
"119514",80597,"onehot_0","logistic",14,"tstmt",176,2,67,0.718367346938775,"False","printtokens"
"119515",80598,"onehot_0","logistic",15,"wline",177,37,78,0.606164383561644,"False","printtokens"
"119516",80599,"onehot_0","logistic",15,"tline",181,13,74,0.675373134328358,"False","printtokens"
"119517",80600,"onehot_0","logistic",15,"tstmt",176,2,67,0.718367346938775,"False","printtokens"
"119518",80601,"onehot_0","logistic",16,"wline",117,48,120,0.410526315789474,"False","printtokens"
"119519",80602,"onehot_0","logistic",16,"tline",120,13,117,0.48,"False","printtokens"
"119520",80603,"onehot_0","logistic",16,"tstmt",114,6,104,0.508928571428571,"False","printtokens"
"119521",80604,"onehot_0","logistic",17,"wline",177,37,78,0.606164383561644,"False","printtokens"
"119522",80605,"onehot_0","logistic",17,"tline",181,13,74,0.675373134328358,"False","printtokens"
"119523",80606,"onehot_0","logistic",17,"tstmt",176,2,67,0.718367346938775,"False","printtokens"
"119524",80607,"onehot_0","logistic",18,"wline",166,37,78,0.590747330960854,"False","printtokens"
"119525",80608,"onehot_0","logistic",18,"tline",169,13,75,0.657587548638132,"False","printtokens"
"119526",80609,"onehot_0","logistic",18,"tstmt",164,2,68,0.700854700854701,"False","printtokens"
"119527",80610,"onehot_0","logistic",19,"wline",166,37,78,0.590747330960854,"False","printtokens"
"119528",80611,"onehot_0","logistic",19,"tline",169,13,75,0.657587548638132,"False","printtokens"
"119529",80612,"onehot_0","logistic",19,"tstmt",164,2,68,0.700854700854701,"False","printtokens"
"119530",80613,"onehot_0","logistic",20,"wline",160,48,80,0.555555555555556,"False","printtokens"
"119531",80614,"onehot_0","logistic",20,"tline",161,23,79,0.612167300380228,"False","printtokens"
"119532",80615,"onehot_0","logistic",20,"tstmt",157,10,70,0.662447257383966,"False","printtokens"
"119533",80616,"onehot_0","logistic",21,"wline",172,37,72,0.612099644128114,"False","printtokens"
"119534",80617,"onehot_0","logistic",21,"tline",173,13,71,0.673151750972763,"False","printtokens"
"119535",80618,"onehot_0","logistic",21,"tstmt",168,2,64,0.717948717948718,"False","printtokens"
"119536",80619,"onehot_0","logistic",22,"wline",173,37,72,0.613475177304965,"False","printtokens"
"119537",80620,"onehot_0","logistic",22,"tline",174,13,71,0.674418604651163,"False","printtokens"
"119538",80621,"onehot_0","logistic",22,"tstmt",169,2,64,0.719148936170213,"False","printtokens"
"119539",80622,"onehot_0","logistic",23,"wline",144,50,80,0.525547445255474,"False","printtokens"
"119540",80623,"onehot_0","logistic",23,"tline",137,24,87,0.55241935483871,"False","printtokens"
"119541",80624,"onehot_0","logistic",23,"tstmt",134,10,74,0.614678899082569,"False","printtokens"
"119542",80625,"onehot_0","logistic",24,"wline",145,35,80,0.557692307692308,"False","printtokens"
"119543",80626,"onehot_0","logistic",24,"tline",140,15,85,0.583333333333333,"False","printtokens"
"119544",80627,"onehot_0","logistic",24,"tstmt",134,4,76,0.626168224299065,"False","printtokens"
"119545",80628,"onehot_0","logistic",25,"wline",159,36,74,0.591078066914498,"False","printtokens"
"119546",80629,"onehot_0","logistic",25,"tline",155,13,78,0.630081300813008,"False","printtokens"
"119547",80630,"onehot_0","logistic",25,"tstmt",150,2,69,0.678733031674208,"False","printtokens"
"119548",80631,"onehot_0","logistic",26,"wline",162,36,73,0.597785977859779,"False","printtokens"
"119549",80632,"onehot_0","logistic",26,"tline",158,13,77,0.637096774193548,"False","printtokens"
"119550",80633,"onehot_0","logistic",26,"tstmt",153,2,69,0.683035714285714,"False","printtokens"
